GroupID,GroupName,VariableID,VariableName,VariableDescription
CARS,California Association of Realtors,Affordability,CARS Affordability Index,C.A.R.'s Traditional Housing Affordability Index (HAI) measures the percentage of households that can afford to purchase the median priced home in the state and regions of California based on traditional assumptions. C.A.R. also reports its traditional and first-time buyer indexes for regions and select counties within the state. The HAI is the most fundamental measure of housing well-being for buyers in the state.
B07010,Geographical Mobility in past year by Individual Income,Margin of Error; Moved from different county within same state: - With income:,Margin of Error; Moved from different county within same state: - With income:,Margin of Error - The count of people with income who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from different county within same state: - With income: - $1 to $9,999 or loss","Estimate; Moved from different county within same state: - With income: - $1 to $9,999 or loss",The count of people with individual income in the given bracket who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from different county within same state: - With income: - $1 to $9,999 or loss","Margin of Error; Moved from different county within same state: - With income: - $1 to $9,999 or loss",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from different county within same state: - With income: - $10,000 to $14,999","Estimate; Moved from different county within same state: - With income: - $10,000 to $14,999",The count of people with individual income in the given bracket who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from different county within same state: - With income: - $10,000 to $14,999","Margin of Error; Moved from different county within same state: - With income: - $10,000 to $14,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from different county within same state: - With income: - $15,000 to $24,999","Estimate; Moved from different county within same state: - With income: - $15,000 to $24,999",The count of people with individual income in the given bracket who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from different county within same state: - With income: - $15,000 to $24,999","Margin of Error; Moved from different county within same state: - With income: - $15,000 to $24,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from different county within same state: - With income: - $25,000 to $34,999","Estimate; Moved from different county within same state: - With income: - $25,000 to $34,999",The count of people with individual income in the given bracket who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from different county within same state: - With income: - $25,000 to $34,999","Margin of Error; Moved from different county within same state: - With income: - $25,000 to $34,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from different county within same state: - With income: - $35,000 to $49,999","Estimate; Moved from different county within same state: - With income: - $35,000 to $49,999",The count of people with individual income in the given bracket who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from different county within same state: - With income: - $35,000 to $49,999","Margin of Error; Moved from different county within same state: - With income: - $35,000 to $49,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from different county within same state: - With income: - $50,000 to $64,999","Estimate; Moved from different county within same state: - With income: - $50,000 to $64,999",The count of people with individual income in the given bracket who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from different county within same state: - With income: - $50,000 to $64,999","Margin of Error; Moved from different county within same state: - With income: - $50,000 to $64,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from different county within same state: - With income: - $65,000 to $74,999","Estimate; Moved from different county within same state: - With income: - $65,000 to $74,999",The count of people with individual income in the given bracket who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from different county within same state: - With income: - $65,000 to $74,999","Margin of Error; Moved from different county within same state: - With income: - $65,000 to $74,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from different county within same state: - With income: - $75,000 or more","Estimate; Moved from different county within same state: - With income: - $75,000 or more",The count of people with individual income in the given bracket who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from different county within same state: - With income: - $75,000 or more","Margin of Error; Moved from different county within same state: - With income: - $75,000 or more",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from a different county within the same state
B07010,Geographical Mobility in past year by Individual Income,Estimate; Moved from different state:,Estimate; Moved from different state:,The count of people who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,Margin of Error; Moved from different state:,Margin of Error; Moved from different state:,Margin of Error - The count of people who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,Estimate; Moved from different state: - No income,Estimate; Moved from different state: - No income,The count of people with no income who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,Margin of Error; Moved from different state: - No income,Margin of Error; Moved from different state: - No income,Margin of Error - The count of people with no income who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,Estimate; Moved from different state: - With income:,Estimate; Moved from different state: - With income:,The count of people with income who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,Margin of Error; Moved from different state: - With income:,Margin of Error; Moved from different state: - With income:,Margin of Error - The count of people with income who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from different state: - With income: - $1 to $9,999 or loss","Estimate; Moved from different state: - With income: - $1 to $9,999 or loss",The count of people with individual income in the given bracket who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from different state: - With income: - $1 to $9,999 or loss","Margin of Error; Moved from different state: - With income: - $1 to $9,999 or loss",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from different state: - With income: - $10,000 to $14,999","Estimate; Moved from different state: - With income: - $10,000 to $14,999",The count of people with individual income in the given bracket who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from different state: - With income: - $10,000 to $14,999","Margin of Error; Moved from different state: - With income: - $10,000 to $14,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from different state: - With income: - $15,000 to $24,999","Estimate; Moved from different state: - With income: - $15,000 to $24,999",The count of people with individual income in the given bracket who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from different state: - With income: - $15,000 to $24,999","Margin of Error; Moved from different state: - With income: - $15,000 to $24,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from different state: - With income: - $25,000 to $34,999","Estimate; Moved from different state: - With income: - $25,000 to $34,999",The count of people with individual income in the given bracket who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from different state: - With income: - $25,000 to $34,999","Margin of Error; Moved from different state: - With income: - $25,000 to $34,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from different state: - With income: - $35,000 to $49,999","Estimate; Moved from different state: - With income: - $35,000 to $49,999",The count of people with individual income in the given bracket who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from different state: - With income: - $35,000 to $49,999","Margin of Error; Moved from different state: - With income: - $35,000 to $49,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from different state: - With income: - $50,000 to $64,999","Estimate; Moved from different state: - With income: - $50,000 to $64,999",The count of people with individual income in the given bracket who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from different state: - With income: - $50,000 to $64,999","Margin of Error; Moved from different state: - With income: - $50,000 to $64,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from different state: - With income: - $65,000 to $74,999","Estimate; Moved from different state: - With income: - $65,000 to $74,999",The count of people with individual income in the given bracket who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from different state: - With income: - $65,000 to $74,999","Margin of Error; Moved from different state: - With income: - $65,000 to $74,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from different state: - With income: - $75,000 or more","Estimate; Moved from different state: - With income: - $75,000 or more",The count of people with individual income in the given bracket who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from different state: - With income: - $75,000 or more","Margin of Error; Moved from different state: - With income: - $75,000 or more",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from a different state
B07010,Geographical Mobility in past year by Individual Income,Estimate; Moved from abroad:,Estimate; Moved from abroad:,The count of people who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,Margin of Error; Moved from abroad:,Margin of Error; Moved from abroad:,Margin of Error - The count of people who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,Estimate; Moved from abroad: - No income,Estimate; Moved from abroad: - No income,The count of people with no income who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,Margin of Error; Moved from abroad: - No income,Margin of Error; Moved from abroad: - No income,Margin of Error - The count of people with no income who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,Estimate; Moved from abroad: - With income:,Estimate; Moved from abroad: - With income:,The count of people with income who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,Margin of Error; Moved from abroad: - With income:,Margin of Error; Moved from abroad: - With income:,Margin of Error - The count of people with income who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from abroad: - With income: - $1 to $9,999 or loss","Estimate; Moved from abroad: - With income: - $1 to $9,999 or loss",The count of people with individual income in the given bracket who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from abroad: - With income: - $1 to $9,999 or loss","Margin of Error; Moved from abroad: - With income: - $1 to $9,999 or loss",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from abroad: - With income: - $10,000 to $14,999","Estimate; Moved from abroad: - With income: - $10,000 to $14,999",The count of people with individual income in the given bracket who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from abroad: - With income: - $10,000 to $14,999","Margin of Error; Moved from abroad: - With income: - $10,000 to $14,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from abroad: - With income: - $15,000 to $24,999","Estimate; Moved from abroad: - With income: - $15,000 to $24,999",The count of people with individual income in the given bracket who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from abroad: - With income: - $15,000 to $24,999","Margin of Error; Moved from abroad: - With income: - $15,000 to $24,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from abroad: - With income: - $25,000 to $34,999","Estimate; Moved from abroad: - With income: - $25,000 to $34,999",The count of people with individual income in the given bracket who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from abroad: - With income: - $25,000 to $34,999","Margin of Error; Moved from abroad: - With income: - $25,000 to $34,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from abroad: - With income: - $35,000 to $49,999","Estimate; Moved from abroad: - With income: - $35,000 to $49,999",The count of people with individual income in the given bracket who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from abroad: - With income: - $35,000 to $49,999","Margin of Error; Moved from abroad: - With income: - $35,000 to $49,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from abroad: - With income: - $50,000 to $64,999","Estimate; Moved from abroad: - With income: - $50,000 to $64,999",The count of people with individual income in the given bracket who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from abroad: - With income: - $50,000 to $64,999","Margin of Error; Moved from abroad: - With income: - $50,000 to $64,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from abroad: - With income: - $65,000 to $74,999","Estimate; Moved from abroad: - With income: - $65,000 to $74,999",The count of people with individual income in the given bracket who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from abroad: - With income: - $65,000 to $74,999","Margin of Error; Moved from abroad: - With income: - $65,000 to $74,999",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,"Estimate; Moved from abroad: - With income: - $75,000 or more","Estimate; Moved from abroad: - With income: - $75,000 or more",The count of people with individual income in the given bracket who moved to specified county from abroad
B07010,Geographical Mobility in past year by Individual Income,"Margin of Error; Moved from abroad: - With income: - $75,000 or more","Margin of Error; Moved from abroad: - With income: - $75,000 or more",Margin of Error - The count of people with individual income in the given bracket who moved to specified county from abroad
B08130,Transportation to Work by Location,Estimate; Total:,Estimate; Total:,The count of people in sample
B08130,Transportation to Work by Location,Margin of Error; Total:,Margin of Error; Total:,Margin of Error - The count of people in sample
B08130,Transportation to Work by Location,Estimate; Worked in state of residence:,Estimate; Worked in state of residence:,The count of people who work in state of residence
B08130,Transportation to Work by Location,Margin of Error; Worked in state of residence:,Margin of Error; Worked in state of residence:,Margin of Error - The count of people who work in state of residence
B08130,Transportation to Work by Location,Estimate; Worked in state of residence: - Worked in county of residence,Estimate; Worked in state of residence: - Worked in county of residence,The count of people who work in county of residence
B08130,Transportation to Work by Location,Margin of Error; Worked in state of residence: - Worked in county of residence,Margin of Error; Worked in state of residence: - Worked in county of residence,Margin of Error - The count of people who work in county of residence
B08130,Transportation to Work by Location,Estimate; Worked in state of residence: - Worked outside county of residence,Estimate; Worked in state of residence: - Worked outside county of residence,The count of people who work outside county of residence
B08130,Transportation to Work by Location,Margin of Error; Worked in state of residence: - Worked outside county of residence,Margin of Error; Worked in state of residence: - Worked outside county of residence,Margin of Error - The count of people who work outside county of residence
B08130,Transportation to Work by Location,Estimate; Worked outside state of residence,Estimate; Worked outside state of residence,The count of people who work outside state of residence
B08130,Transportation to Work by Location,Margin of Error; Worked outside state of residence,Margin of Error; Worked outside state of residence,Margin of Error - The count of people who work outside state of residence
B08130,Transportation to Work by Location,"Estimate; Car, truck, or van - drove alone:","Estimate; Car, truck, or van - drove alone:","The count of people who travel by car, truck or van, without passengers"
B08130,Transportation to Work by Location,"Margin of Error; Car, truck, or van - drove alone:","Margin of Error; Car, truck, or van - drove alone:","Margin of Error - The count of people who travel by car, truck or van, without passengers"
B08130,Transportation to Work by Location,"Estimate; Car, truck, or van - drove alone: - Worked in state of residence:","Estimate; Car, truck, or van - drove alone: - Worked in state of residence:","The count of people who work in state of residence who travel by car, truck or van, without passengers"
B08130,Transportation to Work by Location,"Margin of Error; Car, truck, or van - drove alone: - Worked in state of residence:","Margin of Error; Car, truck, or van - drove alone: - Worked in state of residence:","Margin of Error - The count of people who work in state of residence who travel by car, truck or van, without passengers"
B08130,Transportation to Work by Location,"Estimate; Car, truck, or van - drove alone: - Worked in state of residence: - Worked in county of residence","Estimate; Car, truck, or van - drove alone: - Worked in state of residence: - Worked in county of residence","The count of people who work in county of residence who travel by car, truck or van, without passengers"
B08130,Transportation to Work by Location,"Margin of Error; Car, truck, or van - drove alone: - Worked in state of residence: - Worked in county of residence","Margin of Error; Car, truck, or van - drove alone: - Worked in state of residence: - Worked in county of residence","Margin of Error - The count of people who work in county of residence who travel by car, truck or van, without passengers"
B08130,Transportation to Work by Location,"Estimate; Car, truck, or van - drove alone: - Worked in state of residence: - Worked outside county of residence","Estimate; Car, truck, or van - drove alone: - Worked in state of residence: - Worked outside county of residence","The count of people who work outside county of residence who travel by car, truck or van, without passengers"
B08130,Transportation to Work by Location,"Margin of Error; Car, truck, or van - drove alone: - Worked in state of residence: - Worked outside county of residence","Margin of Error; Car, truck, or van - drove alone: - Worked in state of residence: - Worked outside county of residence","Margin of Error - The count of people who work outside county of residence who travel by car, truck or van, without passengers"
B08130,Transportation to Work by Location,"Estimate; Car, truck, or van - drove alone: - Worked outside state of residence","Estimate; Car, truck, or van - drove alone: - Worked outside state of residence","The count of people who work outside state of residence who travel by car, truck or van, without passengers"
B08130,Transportation to Work by Location,"Margin of Error; Car, truck, or van - drove alone: - Worked outside state of residence","Margin of Error; Car, truck, or van - drove alone: - Worked outside state of residence","Margin of Error - The count of people who work outside state of residence who travel by car, truck or van, without passengers"
B08130,Transportation to Work by Location,"Estimate; Car, truck, or van - carpooled:","Estimate; Car, truck, or van - carpooled:","The count of people who travel by car, truck or van, with passengers (carpool)"
B08130,Transportation to Work by Location,"Margin of Error; Car, truck, or van - carpooled:","Margin of Error; Car, truck, or van - carpooled:","Margin of Error - The count of people who travel by car, truck or van, with passengers (carpool)"
B08130,Transportation to Work by Location,"Estimate; Car, truck, or van - carpooled: - Worked in state of residence:","Estimate; Car, truck, or van - carpooled: - Worked in state of residence:","The count of people who work in state of residence who travel by car, truck or van, with passengers (carpool)"
B08130,Transportation to Work by Location,"Margin of Error; Car, truck, or van - carpooled: - Worked in state of residence:","Margin of Error; Car, truck, or van - carpooled: - Worked in state of residence:","Margin of Error - The count of people who work in state of residence who travel by car, truck or van, with passengers (carpool)"
B08130,Transportation to Work by Location,"Estimate; Car, truck, or van - carpooled: - Worked in state of residence: - Worked in county of residence","Estimate; Car, truck, or van - carpooled: - Worked in state of residence: - Worked in county of residence","The count of people who work in county of residence who travel by car, truck or van, with passengers (carpool)"
B08130,Transportation to Work by Location,"Margin of Error; Car, truck, or van - carpooled: - Worked in state of residence: - Worked in county of residence","Margin of Error; Car, truck, or van - carpooled: - Worked in state of residence: - Worked in county of residence","Margin of Error - The count of people who work in county of residence who travel by car, truck or van, with passengers (carpool)"
B08130,Transportation to Work by Location,"Estimate; Car, truck, or van - carpooled: - Worked in state of residence: - Worked outside county of residence","Estimate; Car, truck, or van - carpooled: - Worked in state of residence: - Worked outside county of residence","The count of people who work outside county of residence who travel by car, truck or van, with passengers (carpool)"
B08130,Transportation to Work by Location,"Margin of Error; Car, truck, or van - carpooled: - Worked in state of residence: - Worked outside county of residence","Margin of Error; Car, truck, or van - carpooled: - Worked in state of residence: - Worked outside county of residence","Margin of Error - The count of people who work outside county of residence who travel by car, truck or van, with passengers (carpool)"
B08130,Transportation to Work by Location,"Estimate; Car, truck, or van - carpooled: - Worked outside state of residence","Estimate; Car, truck, or van - carpooled: - Worked outside state of residence","The count of people who work outside state of residence who travel by car, truck or van, with passengers (carpool)"
B08130,Transportation to Work by Location,"Margin of Error; Car, truck, or van - carpooled: - Worked outside state of residence","Margin of Error; Car, truck, or van - carpooled: - Worked outside state of residence","Margin of Error - The count of people who work outside state of residence who travel by car, truck or van, with passengers (carpool)"
B08130,Transportation to Work by Location,Estimate; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab):,The count of people who travel by public transportation (excluding taxicab)
B08130,Transportation to Work by Location,Margin of Error; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Margin of Error - The count of people who travel by public transportation (excluding taxicab)
B08130,Transportation to Work by Location,Estimate; Public transportation (excluding taxicab): - Worked in state of residence:,Estimate; Public transportation (excluding taxicab): - Worked in state of residence:,The count of people who work in state of residence who travel by public transportation (excluding taxicab)
B08130,Transportation to Work by Location,Margin of Error; Public transportation (excluding taxicab): - Worked in state of residence:,Margin of Error; Public transportation (excluding taxicab): - Worked in state of residence:,Margin of Error - The count of people who work in state of residence who travel by public transportation (excluding taxicab)
B08130,Transportation to Work by Location,Estimate; Public transportation (excluding taxicab): - Worked in state of residence: - Worked in county of residence,Estimate; Public transportation (excluding taxicab): - Worked in state of residence: - Worked in county of residence,The count of people who work in county of residence who travel by public transportation (excluding taxicab)
B08130,Transportation to Work by Location,Margin of Error; Public transportation (excluding taxicab): - Worked in state of residence: - Worked in county of residence,Margin of Error; Public transportation (excluding taxicab): - Worked in state of residence: - Worked in county of residence,Margin of Error - The count of people who work in county of residence who travel by public transportation (excluding taxicab)
B08130,Transportation to Work by Location,Estimate; Public transportation (excluding taxicab): - Worked in state of residence: - Worked outside county of residence,Estimate; Public transportation (excluding taxicab): - Worked in state of residence: - Worked outside county of residence,The count of people who work outside county of residence who travel by public transportation (excluding taxicab)
B08130,Transportation to Work by Location,Margin of Error; Public transportation (excluding taxicab): - Worked in state of residence: - Worked outside county of residence,Margin of Error; Public transportation (excluding taxicab): - Worked in state of residence: - Worked outside county of residence,Margin of Error - The count of people who work outside county of residence who travel by public transportation (excluding taxicab)
B08130,Transportation to Work by Location,Estimate; Public transportation (excluding taxicab): - Worked outside state of residence,Estimate; Public transportation (excluding taxicab): - Worked outside state of residence,The count of people who work outside state of residence who travel by public transportation (excluding taxicab)
B08130,Transportation to Work by Location,Margin of Error; Public transportation (excluding taxicab): - Worked outside state of residence,Margin of Error; Public transportation (excluding taxicab): - Worked outside state of residence,Margin of Error - The count of people who work outside state of residence who travel by public transportation (excluding taxicab)
B08130,Transportation to Work by Location,Estimate; Walked:,Estimate; Walked:,The count of people who travel by walking
B08130,Transportation to Work by Location,Margin of Error; Walked:,Margin of Error; Walked:,Margin of Error - The count of people who travel by walking
B08130,Transportation to Work by Location,Estimate; Walked: - Worked in state of residence:,Estimate; Walked: - Worked in state of residence:,The count of people who work in state of residence who travel by walking
B08130,Transportation to Work by Location,Margin of Error; Walked: - Worked in state of residence:,Margin of Error; Walked: - Worked in state of residence:,Margin of Error - The count of people who work in state of residence who travel by walking
B08130,Transportation to Work by Location,Estimate; Walked: - Worked in state of residence: - Worked in county of residence,Estimate; Walked: - Worked in state of residence: - Worked in county of residence,The count of people who work in county of residence who travel by walking
B08130,Transportation to Work by Location,Margin of Error; Walked: - Worked in state of residence: - Worked in county of residence,Margin of Error; Walked: - Worked in state of residence: - Worked in county of residence,Margin of Error - The count of people who work in county of residence who travel by walking
B08130,Transportation to Work by Location,Estimate; Walked: - Worked in state of residence: - Worked outside county of residence,Estimate; Walked: - Worked in state of residence: - Worked outside county of residence,The count of people who work outside county of residence who travel by walking
B08130,Transportation to Work by Location,Margin of Error; Walked: - Worked in state of residence: - Worked outside county of residence,Margin of Error; Walked: - Worked in state of residence: - Worked outside county of residence,Margin of Error - The count of people who work outside county of residence who travel by walking
B08130,Transportation to Work by Location,Estimate; Walked: - Worked outside state of residence,Estimate; Walked: - Worked outside state of residence,The count of people who work outside state of residence who travel by walking
B08130,Transportation to Work by Location,Margin of Error; Walked: - Worked outside state of residence,Margin of Error; Walked: - Worked outside state of residence,Margin of Error - The count of people who work outside state of residence who travel by walking
B08130,Transportation to Work by Location,"Estimate; Taxicab, motorcycle, bicycle, or other means:","Estimate; Taxicab, motorcycle, bicycle, or other means:","The count of people who travel by taxicab, motorcycle, bicycle or other means"
B08130,Transportation to Work by Location,"Margin of Error; Taxicab, motorcycle, bicycle, or other means:","Margin of Error; Taxicab, motorcycle, bicycle, or other means:","Margin of Error - The count of people who travel by taxicab, motorcycle, bicycle or other means"
B08130,Transportation to Work by Location,"Estimate; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence:","Estimate; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence:","The count of people who work in state of residence who travel by taxicab, motorcycle, bicycle or other means"
B08130,Transportation to Work by Location,"Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence:","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence:","Margin of Error - The count of people who work in state of residence who travel by taxicab, motorcycle, bicycle or other means"
B08130,Transportation to Work by Location,"Estimate; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked in county of residence","Estimate; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked in county of residence","The count of people who work in county of residence who travel by taxicab, motorcycle, bicycle or other means"
B08130,Transportation to Work by Location,"Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked in county of residence","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked in county of residence","Margin of Error - The count of people who work in county of residence who travel by taxicab, motorcycle, bicycle or other means"
B08130,Transportation to Work by Location,"Estimate; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked outside county of residence","Estimate; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked outside county of residence","The count of people who work outside county of residence who travel by taxicab, motorcycle, bicycle or other means"
B08130,Transportation to Work by Location,"Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked outside county of residence","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked outside county of residence","Margin of Error - The count of people who work outside county of residence who travel by taxicab, motorcycle, bicycle or other means"
B08130,Transportation to Work by Location,"Estimate; Taxicab, motorcycle, bicycle, or other means: - Worked outside state of residence","Estimate; Taxicab, motorcycle, bicycle, or other means: - Worked outside state of residence","The count of people who work outside state of residence who travel by taxicab, motorcycle, bicycle or other means"
B08130,Transportation to Work by Location,"Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Worked outside state of residence","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Worked outside state of residence","Margin of Error - The count of people who work outside state of residence who travel by taxicab, motorcycle, bicycle or other means"
B08130,Transportation to Work by Location,Estimate; Worked at home,Estimate; Worked at home,The count of people who work from home
B08130,Transportation to Work by Location,Margin of Error; Worked at home,Margin of Error; Worked at home,Margin of Error - The count of people who work from home
B08601,Transportation to Work by Mode,Estimate; Total:,Estimate; Total:,The count of people in sample
B08601,Transportation to Work by Mode,Margin of Error; Total:,Margin of Error; Total:,Margin of Error - The count of people in sample
B08601,Transportation to Work by Mode,"Estimate; Car, truck, or van:","Estimate; Car, truck, or van:","The count of people who travel by car, truck or van"
B08601,Transportation to Work by Mode,"Margin of Error; Car, truck, or van:","Margin of Error; Car, truck, or van:","Margin of Error - The count of people who travel by car, truck or van"
B08601,Transportation to Work by Mode,"Estimate; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Drove alone","The count of people who travel by car, truck or van, without passengers"
B08601,Transportation to Work by Mode,"Margin of Error; Car, truck, or van: - Drove alone","Margin of Error; Car, truck, or van: - Drove alone","Margin of Error - The count of people who travel by car, truck or van, without passengers"
B08601,Transportation to Work by Mode,"Estimate; Car, truck, or van: - Carpooled:","Estimate; Car, truck, or van: - Carpooled:","The count of people who travel by car, truck or van, with passengers (any size carpool)"
B08601,Transportation to Work by Mode,"Margin of Error; Car, truck, or van: - Carpooled:","Margin of Error; Car, truck, or van: - Carpooled:","Margin of Error - The count of people who travel by car, truck or van, with passengers (any size carpool)"
B08601,Transportation to Work by Mode,"Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","The count of people who travel by car, truck or van, with passengers (2-person carpool)"
B08601,Transportation to Work by Mode,"Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error - The count of people who travel by car, truck or van (2-person carpool)"
B08601,Transportation to Work by Mode,"Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","The count of people who travel by car, truck or van, with passengers (3-person carpool)"
