Id,Id2,Geography,Year,Estimate; Total:,Margin of Error; Total:,Estimate; With cash rent:,Margin of Error; With cash rent:,Estimate; With cash rent: - Less than $100,Margin of Error; With cash rent: - Less than $100,Estimate; With cash rent: - $100 to $149,Margin of Error; With cash rent: - $100 to $149,Estimate; With cash rent: - $150 to $199,Margin of Error; With cash rent: - $150 to $199,Estimate; With cash rent: - $200 to $249,Margin of Error; With cash rent: - $200 to $249,Estimate; With cash rent: - $250 to $299,Margin of Error; With cash rent: - $250 to $299,Estimate; With cash rent: - $300 to $349,Margin of Error; With cash rent: - $300 to $349,Estimate; With cash rent: - $350 to $399,Margin of Error; With cash rent: - $350 to $399,Estimate; With cash rent: - $400 to $449,Margin of Error; With cash rent: - $400 to $449,Estimate; With cash rent: - $450 to $499,Margin of Error; With cash rent: - $450 to $499,Estimate; With cash rent: - $500 to $549,Margin of Error; With cash rent: - $500 to $549,Estimate; With cash rent: - $550 to $599,Margin of Error; With cash rent: - $550 to $599,Estimate; With cash rent: - $600 to $649,Margin of Error; With cash rent: - $600 to $649,Estimate; With cash rent: - $650 to $699,Margin of Error; With cash rent: - $650 to $699,Estimate; With cash rent: - $700 to $749,Margin of Error; With cash rent: - $700 to $749,Estimate; With cash rent: - $750 to $799,Margin of Error; With cash rent: - $750 to $799,Estimate; With cash rent: - $800 to $899,Margin of Error; With cash rent: - $800 to $899,Estimate; With cash rent: - $900 to $999,Margin of Error; With cash rent: - $900 to $999,"Estimate; With cash rent: - $1,000 to $1,249","Margin of Error; With cash rent: - $1,000 to $1,249","Estimate; With cash rent: - $1,250 to $1,499","Margin of Error; With cash rent: - $1,250 to $1,499","Estimate; With cash rent: - $1,500 to $1,999","Margin of Error; With cash rent: - $1,500 to $1,999","Estimate; With cash rent: - $2,000 or more","Margin of Error; With cash rent: - $2,000 or more",Estimate; No cash rent,Margin of Error; No cash rent
0500000US06115,6115,"Yuba County, California",2011,10421,1468,9558,1424,192,251,0,208,181,179,244,289,49,86,73,101,356,360,539,484,564,412,1077,506,1215,529,517,311,470,365,548,400,370,322,587,295,371,336,477,403,1210,641,469,321,49,79,863,421
0500000US06001,6001,"Alameda County, California",2012,262069,5487,255615,5363,1619,597,972,354,1706,528,5796,1088,2991,875,2336,743,1931,542,3454,908,2049,610,3401,872,2662,713,3294,721,3750,897,7984,1537,7005,1288,17902,1868,20365,2401,52921,3416,41931,3172,47707,3529,23839,2521,6454,1046
0500000US06007,6007,"Butte County, California",2012,34636,2502,32636,2436,73,82,88,94,359,286,150,121,443,266,531,362,444,348,562,331,1092,498,2333,798,2085,632,2598,733,1676,670,2332,801,2375,953,4251,1005,2005,590,5227,1124,2177,796,1237,478,598,306,2000,652
0500000US06013,6013,"Contra Costa County, California",2012,136189,4960,131249,4944,511,274,626,303,1258,608,1879,933,1296,563,969,559,756,468,802,374,499,297,1411,554,1068,525,856,484,1903,726,2184,885,2886,901,9671,1523,12344,1558,26887,2507,19199,2078,27660,2809,16584,2210,4940,1026
0500000US06017,6017,"El Dorado County, California",2012,17825,2182,16777,2193,54,100,0,197,118,181,294,311,0,197,0,197,7,12,69,108,142,115,337,257,323,244,530,338,1274,536,604,451,1813,680,2146,895,1515,778,2556,848,2186,804,1574,626,1235,608,1048,584
0500000US06019,6019,"Fresno County, California",2012,141926,3606,135744,3601,2363,791,1877,737,1121,492,2502,622,1756,686,2228,638,3047,823,3992,951,4486,1121,7749,1447,7511,1313,9833,1418,11129,1676,10221,1667,8760,1494,14949,1870,12435,1981,18757,2653,6134,1356,3089,902,1805,634,6182,1049
0500000US06023,6023,"Humboldt County, California",2012,24169,1818,22818,1856,0,197,69,96,325,239,373,270,313,294,266,168,547,284,749,390,674,340,1326,635,1372,638,2665,905,1804,744,1219,667,1607,641,2752,827,1014,381,2877,814,1457,454,1333,573,76,89,1351,550
0500000US06025,6025,"Imperial County, California",2012,20230,1998,18622,1913,246,246,126,160,492,416,752,576,457,303,218,196,684,396,1159,547,1340,477,1804,720,2245,861,1223,552,974,532,1820,828,567,372,1313,563,967,686,1344,701,653,429,238,281,0,197,1608,561
0500000US06029,6029,"Kern County, California",2012,108067,4317,102951,4145,703,475,763,440,585,382,1246,567,924,430,2222,762,1458,519,3928,977,4328,1053,7682,1464,6479,1256,8672,1534,9682,1899,5976,1179,5106,1220,11716,1850,6995,1637,15382,2046,4913,1277,3494,1148,697,429,5116,1186
0500000US06031,6031,"Kings County, California",2012,20599,1710,19462,1641,231,239,0,197,362,276,305,205,60,74,894,516,167,171,617,320,602,314,1801,719,1557,672,1854,615,1563,653,2050,603,683,347,1938,724,1307,519,1933,766,694,403,436,265,408,387,1137,361
0500000US06033,6033,"Lake County, California",2012,10686,1443,10367,1479,40,71,25,37,327,426,166,138,21,43,556,377,164,254,232,205,351,391,1445,664,912,680,1070,563,638,450,424,315,259,270,1027,652,743,517,900,392,647,562,198,202,222,326,319,230
0500000US06037,6037,"Los Angeles County, California",2012,1750538,12601,1709594,12439,7882,1286,4247,776,11188,1740,25238,2273,9214,1495,12723,1654,10066,1350,16733,1746,12789,1387,29005,2475,21937,1813,40260,2346,46470,2608,63395,3838,66423,3579,171912,6648,175516,6613,367033,9158,220145,6819,251296,7715,146122,6751,40944,2470
0500000US06039,6039,"Madera County, California",2012,16480,1730,14530,1590,94,161,155,253,156,172,190,200,0,197,275,257,181,177,450,385,483,350,1248,672,874,557,947,459,1010,586,765,552,726,402,2315,773,1275,667,1809,730,1024,476,95,150,458,250,1950,851
0500000US06041,6041,"Marin County, California",2012,38479,2444,37167,2409,100,166,0,197,588,391,308,377,200,185,357,287,157,179,83,144,133,148,379,323,121,116,442,427,347,224,688,360,305,267,958,435,1198,378,4866,1063,7347,1397,11483,1841,7107,1441,1312,508
0500000US06045,6045,"Mendocino County, California",2012,16244,1317,15093,1348,283,193,90,98,331,284,183,192,483,395,817,436,512,428,510,396,575,482,529,369,708,413,969,443,1081,548,596,411,536,297,1204,608,876,493,2656,885,1409,691,629,291,116,115,1151,523
0500000US06047,6047,"Merced County, California",2012,35520,2389,32990,2265,249,209,395,315,331,218,225,191,245,194,635,390,1187,557,1372,579,2173,781,1823,739,2036,541,2941,983,2345,718,2528,884,2223,800,4056,987,3925,1085,3523,1195,544,310,75,110,159,208,2530,707
0500000US06053,6053,"Monterey County, California",2012,63587,2750,62359,2723,125,159,380,329,192,139,182,207,209,155,481,340,470,308,723,424,452,333,574,404,842,412,1403,574,1090,402,2450,745,2294,628,6490,1010,7842,1572,13199,1708,8186,1109,9088,1500,5687,1337,1228,432
0500000US06055,6055,"Napa County, California",2012,19004,1523,17929,1543,168,194,0,197,115,121,262,261,180,157,252,193,323,271,358,229,236,342,300,345,192,284,149,134,237,249,381,232,203,143,989,409,1684,606,3432,771,2707,718,3785,815,1976,543,1075,395
0500000US06059,6059,"Orange County, California",2012,429412,6235,419652,6227,941,457,741,470,1696,593,4306,1041,1317,613,2122,677,2147,742,2491,805,1736,697,3043,800,1174,583,2793,937,2598,1040,2635,826,3996,937,14179,1415,27287,2718,86973,4652,84788,4362,105544,4523,67145,4291,9760,1402
0500000US06061,6061,"Placer County, California",2012,40638,2587,39309,2568,103,126,40,67,180,177,182,130,290,208,262,197,50,60,397,311,185,290,399,211,395,215,1114,439,796,509,1820,715,2049,777,4497,1094,4142,984,7376,1440,6469,1244,6079,982,2484,922,1329,471
0500000US06065,6065,"Riverside County, California",2012,243096,6849,233885,6755,1308,652,766,365,1941,726,2272,661,1825,548,2716,954,2364,795,3443,1126,2667,772,5890,1375,5098,979,7866,1271,10722,1638,11377,1682,11511,1762,26337,2705,22105,2361,45280,3244,29210,3051,29278,3190,9909,1950,9211,1403
0500000US06067,6067,"Sacramento County, California",2012,227418,5529,221479,5399,1948,592,778,405,2343,699,1908,544,1160,476,1890,694,2238,813,2833,841,2261,655,5856,1051,8040,1471,11325,2180,13696,1849,16464,1969,17881,2025,29347,2489,20197,2557,36572,3088,26535,3003,14280,1920,3927,1055,5939,1493
0500000US06071,6071,"San Bernardino County, California",2012,240628,7154,231819,7175,1322,559,499,260,1661,650,2047,658,964,391,2843,931,2071,630,3022,789,3361,892,5411,1094,8690,1784,10541,2199,11026,2073,11044,1749,14373,2135,27811,3340,25374,2413,45906,4016,24885,2706,21877,2448,7091,1550,8809,1425
0500000US06073,6073,"San Diego County, California",2012,506123,7464,493339,7247,1570,642,1075,486,1594,734,6312,1047,2485,747,3004,908,2924,714,3504,819,3309,883,4587,1090,3670,994,6697,1439,6533,1492,12666,1885,17158,1833,41157,3310,48245,3901,102839,4805,72703,4010,99237,5023,52070,3822,12784,1456
0500000US06075,6075,"San Francisco County, California",2012,222103,4887,217105,4777,2273,979,1182,673,1561,609,6293,1301,3283,816,2697,944,2753,860,3854,1093,3333,1051,5001,1195,3479,985,4049,1061,2542,980,5018,1417,1839,719,7544,1385,6901,1109,25755,2590,22913,2874,47257,3834,57578,3661,4998,1366
0500000US06077,6077,"San Joaquin County, California",2012,93962,3322,89552,3404,714,446,408,362,496,288,965,384,499,312,970,446,1056,585,1580,632,2063,683,3676,1041,4678,942,5002,1089,5550,1186,5764,1086,6067,1288,11787,1638,6380,1344,15967,2092,8271,1315,6723,1458,936,587,4410,917
0500000US06079,6079,"San Luis Obispo County, California",2012,45792,2809,43646,2761,20,33,52,86,105,165,609,372,333,262,175,181,168,215,564,451,346,300,824,455,73,93,935,527,1224,901,1289,565,1714,812,4724,1202,5314,1253,9679,1693,7083,1354,6084,1171,2331,686,2146,820
0500000US06081,6081,"San Mateo County, California",2012,110160,3537,106893,3475,121,115,220,263,234,170,636,315,283,192,258,166,617,426,126,121,118,146,547,330,506,411,642,436,750,450,833,530,663,365,2759,897,4276,1253,18430,2084,21455,1989,29597,2918,23822,2493,3267,877
0500000US06083,6083,"Santa Barbara County, California",2012,68463,2801,66588,2776,595,438,611,432,444,333,523,320,110,133,622,389,97,104,606,341,779,434,954,450,1200,563,1357,508,893,560,2172,782,1859,626,4119,985,5517,1393,11601,1515,9708,1305,13709,1814,9112,1382,1875,518
0500000US06085,6085,"Santa Clara County, California",2012,269326,5977,264095,5827,738,298,1232,583,1511,564,3669,963,1906,609,1196,536,1826,585,3013,805,1181,539,2229,684,2294,723,2145,646,1221,420,2030,666,2791,730,8266,1365,11072,1915,40114,3098,47391,3399,71650,4374,56620,3355,5231,1061
0500000US06087,6087,"Santa Cruz County, California",2012,40353,2530,39272,2490,67,116,34,55,316,193,645,299,316,310,487,326,338,235,299,225,218,244,438,239,259,209,835,491,289,185,493,350,861,621,2271,691,2006,802,6606,1461,5586,1168,10928,1748,5980,1349,1081,436
0500000US06089,6089,"Shasta County, California",2012,25900,1893,24700,1796,125,206,260,214,224,167,505,261,480,370,375,228,713,495,504,377,1371,597,1898,659,1130,368,2562,929,1122,530,947,332,1514,650,2441,894,1979,720,3277,920,1448,639,1155,488,670,482,1200,567
0500000US06095,6095,"Solano County, California",2012,57731,2836,55574,2815,284,312,470,352,467,267,534,311,543,331,396,253,376,330,360,258,437,323,1231,794,206,203,633,454,1221,602,1183,378,1658,624,5544,1123,5570,1250,14525,1850,9026,1506,8369,1334,2541,858,2157,903
0500000US06097,6097,"Sonoma County, California",2012,73872,3291,70860,3197,149,159,124,145,501,285,1008,463,410,378,516,416,608,423,395,240,214,192,868,494,450,315,993,455,752,510,1468,570,2134,796,5968,1056,8057,1592,18656,2310,11503,1888,11226,1605,4860,1135,3012,826
0500000US06099,6099,"Stanislaus County, California",2012,74416,2882,70703,2916,541,465,129,174,579,421,739,324,811,383,1501,638,689,487,1170,540,1707,624,3141,1021,3589,1033,4191,1120,5538,1200,4216,996,6108,1428,11643,1737,5512,1546,9820,1699,5147,1522,2844,1097,1088,524,3713,1013
0500000US06101,6101,"Sutter County, California",2012,12742,1183,12002,1155,181,183,0,197,114,120,134,128,203,156,162,160,36,60,177,172,790,533,293,230,1007,472,1172,532,1108,502,710,352,853,471,1164,507,447,267,2020,634,771,414,346,220,314,319,740,377
0500000US06107,6107,"Tulare County, California",2012,57570,2699,53843,2726,235,191,468,485,571,296,1241,561,1081,533,1453,466,1735,628,2813,886,2838,809,3582,816,3563,1012,4725,1095,3366,873,2697,838,5609,1402,5904,1243,3145,761,5692,1361,1479,650,840,472,806,414,3727,893
0500000US06111,6111,"Ventura County, California",2012,95849,4031,93048,4089,478,327,179,156,472,295,675,281,711,510,490,329,549,262,527,354,451,228,1104,616,629,335,1341,614,1366,607,487,248,1925,650,4648,1120,6380,1263,17817,1833,14872,1935,23661,2382,14286,2060,2801,762
0500000US06113,6113,"Yolo County, California",2012,35885,2175,34933,2147,59,95,77,130,421,317,364,265,595,457,298,249,1249,666,468,405,472,384,952,629,1486,760,1505,605,1479,744,1494,770,1399,718,3823,996,3892,996,5908,1197,4876,1079,2349,705,1767,488,952,488
0500000US06115,6115,"Yuba County, California",2012,10171,1129,9336,1071,230,177,109,172,173,164,43,83,179,233,125,115,73,77,237,184,249,273,706,470,735,509,554,344,723,353,358,266,885,401,743,384,717,448,1155,601,832,402,378,185,132,133,835,466
0500000US06001,6001,"Alameda County, California",2013,267492,5563,260616,5693,1846,558,907,532,1769,539,5569,1485,2674,892,1508,540,1704,573,2958,947,1745,815,2617,886,2176,768,5027,1146,3465,974,5664,1219,4573,947,16922,1954,20128,2372,51981,3122,41843,2607,53127,3497,32413,2836,6876,1221
0500000US06007,6007,"Butte County, California",2013,36197,2468,34459,2381,134,181,12,13,55,83,592,357,100,96,331,329,625,481,805,409,900,428,1944,774,1603,644,3859,1184,2991,944,2681,963,1951,675,4842,1195,2512,830,4392,935,2397,938,952,529,781,588,1738,809
0500000US06013,6013,"Contra Costa County, California",2013,135067,4372,131649,4296,1048,533,215,259,1045,492,2318,723,446,366,1076,500,691,412,1152,585,631,441,1274,525,944,602,1048,579,1157,600,2202,842,2501,740,9855,1661,10527,1980,24878,2760,21107,2667,30228,3388,17306,2091,3418,715
0500000US06017,6017,"El Dorado County, California",2013,18002,2125,16031,2045,0,203,341,561,31,61,48,83,0,203,0,203,661,524,58,96,0,203,922,651,467,419,536,425,772,569,1192,620,1070,600,2897,1156,1187,596,2182,764,742,406,2019,868,906,728,1971,850
0500000US06019,6019,"Fresno County, California",2013,140751,4010,135035,4049,2557,912,1169,589,1478,686,1664,682,1759,703,2822,865,1575,657,4048,1045,5706,1096,7310,1568,7693,1621,10348,1629,11453,1648,10580,1549,9167,1636,15690,2275,10862,1764,16006,1874,7682,1783,3828,1000,1638,607,5716,1334
0500000US06023,6023,"Humboldt County, California",2013,24241,1688,22205,1648,51,91,164,187,59,107,324,338,213,178,495,449,228,247,388,297,661,394,856,514,1013,401,1909,656,2426,883,787,415,1627,775,2299,791,1697,602,2754,795,2693,827,1095,382,466,301,2036,847
0500000US06025,6025,"Imperial County, California",2013,21786,1814,20489,1778,351,245,298,291,243,159,923,486,568,360,259,226,782,489,1139,544,1296,647,1343,555,1582,674,1884,815,1332,542,1164,524,905,634,1873,646,1125,548,2576,858,732,380,68,115,46,82,1297,613
0500000US06029,6029,"Kern County, California",2013,119672,4683,114752,4528,541,341,104,124,1331,796,1436,601,1012,431,1289,540,2087,658,4195,1273,4289,1160,7564,1425,7098,1580,9302,1807,10059,1992,8051,1412,6384,1496,13305,2146,7180,1635,17602,2668,4980,1235,5152,1571,1791,817,4920,1262
0500000US06031,6031,"Kings County, California",2013,20723,1555,19867,1520,432,325,246,239,492,360,479,326,474,431,268,210,353,285,869,360,1330,673,1084,562,1251,601,1432,686,1396,675,1104,571,1091,511,2003,819,1359,528,1995,704,636,419,1245,742,328,419,856,367
0500000US06033,6033,"Lake County, California",2013,9599,1401,8874,1353,89,148,0,203,6,12,37,67,221,187,57,78,230,209,380,238,0,203,297,304,797,581,512,344,790,483,626,415,1454,760,1348,647,529,448,890,525,484,456,127,157,0,203,725,407
0500000US06037,6037,"Los Angeles County, California",2013,1769811,13917,1725102,13798,10041,1814,6200,1306,7516,1062,28841,2272,13255,1788,11205,1973,12623,1590,14852,1685,10773,1571,28625,2540,19943,2062,35535,2636,37592,2737,52482,3146,62243,3455,171371,6263,172665,6004,364907,9754,232457,7658,260834,8503,171142,7213,44709,3641
0500000US06039,6039,"Madera County, California",2013,18979,1576,17670,1518,190,217,334,250,140,219,636,351,239,246,442,401,185,234,187,172,670,449,931,485,548,325,992,442,523,295,533,389,1205,705,4224,1217,2121,867,2623,773,448,371,294,288,205,249,1309,578
0500000US06041,6041,"Marin County, California",2013,35321,2272,33903,2126,102,164,800,627,261,227,289,236,337,290,216,231,321,280,126,172,116,136,180,177,165,194,6,10,0,203,56,84,231,219,878,434,1273,564,5957,1298,5214,1180,7962,1360,9413,1567,1418,640
0500000US06045,6045,"Mendocino County, California",2013,14338,1851,13019,1847,419,447,201,142,105,126,342,355,652,445,439,281,422,400,864,681,145,158,615,497,609,356,498,436,361,314,524,458,443,310,1261,584,1480,720,1809,744,1024,458,331,371,475,412,1319,471
0500000US06047,6047,"Merced County, California",2013,37001,2002,35207,1969,335,263,490,352,274,231,289,249,549,357,538,329,918,543,1108,540,2089,817,2063,619,2532,822,2330,715,2567,891,2567,1012,2052,509,4820,1143,3233,938,3706,970,1528,810,1155,664,64,103,1794,528
0500000US06053,6053,"Monterey County, California",2013,63634,2370,61742,2490,220,201,42,70,201,312,1270,698,443,235,651,370,309,353,288,208,476,340,1235,540,514,297,1214,558,1174,610,1525,683,2210,751,3914,974,7079,1483,14612,2005,8166,1423,9664,1616,6535,1266,1892,661
0500000US06055,6055,"Napa County, California",2013,17914,1604,16976,1576,40,66,27,45,0,203,314,352,119,115,65,80,104,133,0,203,374,284,192,163,151,144,465,309,30,49,317,274,584,389,1483,679,1500,642,3463,1018,2405,667,3009,775,2334,735,938,425
0500000US06059,6059,"Orange County, California",2013,426548,7197,415913,7088,862,502,744,383,2589,917,3356,865,3220,913,1795,696,2510,899,1499,652,1613,641,1964,597,1032,538,2035,588,3066,1101,3005,827,3401,999,14687,1676,26092,2881,73889,4599,84614,4877,105344,5637,78596,4711,10635,1651
0500000US06061,6061,"Placer County, California",2013,41893,2674,40743,2664,306,312,215,242,313,247,115,142,184,202,208,153,255,269,590,336,358,257,621,442,434,264,472,330,621,424,1243,664,2150,699,3300,997,3823,1143,7518,1609,7441,1264,6837,1434,3739,965,1150,475
0500000US06065,6065,"Riverside County, California",2013,251406,6801,241615,6479,996,501,691,483,1982,700,2094,765,1578,560,2771,776,2371,830,4113,1010,3107,807,6052,1307,4601,1124,7431,1700,9352,1694,9761,1568,11478,1785,26236,3071,23132,2377,47834,3813,33378,2946,29927,2660,12730,1773,9791,1533
0500000US06067,6067,"Sacramento County, California",2013,238374,5288,231032,5205,1317,545,2247,858,1480,520,2934,808,2605,1099,1332,501,986,499,2255,812,3247,1098,5435,1244,7497,1621,11583,1880,14178,2016,14282,2238,17516,2096,29449,3058,20889,2681,44207,3106,25533,2441,17575,2319,4485,1156,7342,1362
0500000US06071,6071,"San Bernardino County, California",2013,242499,5970,233475,6196,1726,810,934,445,1424,587,1488,456,1237,632,2645,1098,1943,831,4222,1229,2878,1026,5027,1153,5960,1312,8912,1820,9617,1981,12506,2425,13760,2267,24831,2580,28354,2529,52542,4278,22924,3059,23645,2366,6900,1493,9024,1650
0500000US06073,6073,"San Diego County, California",2013,516401,7656,504584,7752,2136,734,1554,797,2068,739,5812,1362,2791,831,2441,764,3063,1113,3328,843,2311,732,4345,1042,4271,1029,4655,1081,7126,1446,10711,1649,15241,1904,38846,2726,47318,3680,109951,5682,75388,4445,102437,6119,58791,3800,11817,1694
0500000US06075,6075,"San Francisco County, California",2013,227440,4797,222412,4790,1595,663,1348,729,1144,633,4470,1053,4304,1147,2719,972,2355,759,5282,1296,2616,961,3580,987,4201,1272,4572,1288,3325,1106,3313,1037,3701,1324,10940,1661,8274,1446,25257,2672,23968,2618,43623,3534,61825,3224,5028,1050
0500000US06077,6077,"San Joaquin County, California",2013,96593,3698,91794,3505,480,329,223,161,200,173,960,433,796,384,997,517,619,350,2088,733,1709,592,3681,887,4830,1390,4807,1165,6410,1240,6271,1205,5883,1242,12008,1974,6595,1431,16410,2182,8397,1591,6880,1409,1550,600,4799,1120
0500000US06079,6079,"San Luis Obispo County, California",2013,45181,2630,42801,2519,0,203,70,116,358,405,349,293,475,383,156,150,0,203,1195,708,45,74,458,269,407,300,779,510,1262,641,1539,874,1372,547,5198,1670,4655,1392,9905,1918,5285,1262,6411,1416,2882,1132,2380,968
0500000US06081,6081,"San Mateo County, California",2013,102785,3131,100173,3079,386,302,151,190,413,391,1057,635,363,309,290,198,218,210,547,448,388,382,603,424,283,275,591,348,809,499,1460,737,495,330,2946,1078,2804,778,14607,1968,15889,2017,29203,2603,26670,2452,2612,742
0500000US06083,6083,"Santa Barbara County, California",2013,67582,3230,64917,3239,399,365,252,371,399,376,1132,548,445,254,234,214,335,239,612,312,554,392,1054,466,969,375,1193,485,1332,589,707,423,1819,704,4935,1158,3978,1006,12747,1866,8137,1504,12847,1887,10837,1666,2665,968
0500000US06085,6085,"Santa Clara County, California",2013,272636,6028,267208,5990,1291,816,751,480,625,409,2578,804,1385,678,1796,794,1347,702,2306,641,929,499,2421,685,1130,461,2072,669,1374,538,2478,989,2267,657,6653,1136,10266,1942,38303,3036,42237,3289,73854,4495,71145,3888,5428,1264
0500000US06087,6087,"Santa Cruz County, California",2013,37556,2530,36250,2668,167,160,113,199,216,255,345,243,343,243,1215,782,199,190,1194,739,191,226,885,547,153,145,503,381,402,438,1108,788,711,675,2065,820,2063,872,6393,1404,5222,1201,7479,1348,5283,989,1306,649
0500000US06089,6089,"Shasta County, California",2013,27048,1733,26163,1735,224,249,108,130,135,189,582,404,355,286,476,357,508,408,1134,679,1283,512,1390,640,1836,725,2405,749,2180,647,1859,830,1318,551,3653,746,2079,690,2898,799,843,476,653,364,244,252,885,354
0500000US06095,6095,"Solano County, California",2013,58260,3135,56602,3050,0,203,454,368,208,161,595,340,178,217,375,285,806,505,154,129,363,274,796,556,912,612,785,441,812,374,2076,1005,1412,610,4800,1113,5982,1199,13061,2015,8861,1448,11791,1975,2181,696,1658,505
0500000US06097,6097,"Sonoma County, California",2013,78405,3228,75053,3253,245,233,0,203,373,331,1595,778,663,325,484,350,660,378,1181,563,537,481,1899,888,591,442,1608,631,577,346,1212,489,1576,688,5546,1270,7312,1539,16652,2031,12381,2166,14538,1869,5423,1244,3352,1071
0500000US06099,6099,"Stanislaus County, California",2013,72737,2986,69024,2981,75,90,100,134,978,571,703,363,700,422,643,310,892,595,859,413,809,503,2209,812,3076,1003,4117,997,6420,1641,5493,1163,7923,1420,10181,1886,6090,1297,10946,1823,4144,1378,1423,819,1243,582,3713,1071
0500000US06101,6101,"Sutter County, California",2013,12981,1322,12538,1308,0,203,92,108,0,203,125,134,442,347,39,66,154,198,181,161,285,261,295,205,757,418,921,411,940,578,1092,551,325,251,1796,598,1516,628,2101,771,789,393,548,291,140,115,443,228
0500000US06107,6107,"Tulare County, California",2013,62537,2708,59982,2794,351,260,382,372,663,372,1271,642,1035,461,1639,648,1676,613,2695,855,3138,982,4647,1200,5061,1498,5684,1421,4490,1343,3764,1057,3394,1060,6415,1537,4524,897,6379,1441,1241,595,1105,481,428,321,2555,782
0500000US06111,6111,"Ventura County, California",2013,97654,3470,94488,3517,194,133,0,203,675,391,1081,437,1843,724,966,621,847,538,841,501,454,323,1316,645,297,212,1252,681,812,395,937,467,1780,654,2888,707,4448,950,15273,1775,15597,1983,26558,2740,16429,2077,3166,743
0500000US06113,6113,"Yolo County, California",2013,36208,2198,34348,2106,269,234,94,154,391,423,555,499,0,203,211,247,120,104,692,305,393,266,709,430,1503,826,1620,758,1542,735,1106,611,1565,687,3165,926,3665,874,6323,1177,4997,1183,4042,1039,1386,591,1860,781
0500000US06115,6115,"Yuba County, California",2013,10823,1299,10226,1296,318,389,220,231,42,76,0,203,120,148,28,49,57,74,285,175,76,93,560,382,383,323,904,519,1134,581,706,486,758,408,617,331,450,335,1706,719,1259,674,410,239,193,183,597,376
